a = 79, p = 96502684670999896636832008466237570177339888557161207403105846176534085962193
6561649292146562551405959816718774353317377224425086883529666966752012,13477569699831561475645749378563684788617084617130022096377927468364647829050
5796031516655558571600541156806341165141416882009113305498237379514874,81689909032237175784674812083918938411067666818222558334049453685206811752984
4993787349505909669632669856710955561394453269706603349287349680521180,60706414800622323743838203619871972407376921840625481281996441504380111045061
6051970001895457468014266790721186798921784783850822365151994915275266,45717948999546198378993527890037476337145597075785995318632832879735150958159
3901638525150524797928,81046596984154855068294091465418725821081988345831349182586853364425939371880
2994427544467344269508,15257803896449422340333213307218887033127605538323132972259476128146704141799
3040721571570756017214,92640263545223324913499972644866241349068009780692778053726453002277782617648
4446278756179159534648,92933758068476719394130575702207737378228883840420619251925462633053363022504
2512714921312608890504,64994503423420732875814175760986225190371300508284674154877953558024234764401
2439747471745168996276,26721386196930594166646149571299057492505195707555455352537319751124796078754
3628572782,48873916617541048558381756363796207430253322679620290802539908168951121207850
2877409580,3523925488422786251885305835474580276044901633724320702754944917945366771309
2237704616,17817587874434193320017649822453622133389096012778132623826690477070157426553
3868324358,29440681201479840240082919081041021489721999164727439869137935716540345935904
3700676890,20080718315413582821062522594063666366586609437618350849403224626255419614036
2348461752,7550508138991808168526999869123736508617466461742748141063728280746969145119
2341931728,51779796350203564548114393692430274470991462758797864272067644159811203023908
1107910599010803235979793323995263064,68265005148103405404871449094760983879083122990996041273875925716599286324805
785914357953038864540069417451251938,75907111093296390442642092250203900159758092885101746034287223119835537316461
784013790918845866429407143344363990,71708874168322952170977623114094954706695368704941974032043116491892397213865
962885354492754023611186398665913228,26136807029245913391247564964168721108056866195551567464484838904493767716266
768849635545799337824088177592463840,25975996527124947641812822875836074011616807383095932164732392207291347602992
930357014910058809521130,44846329636278327192869425894441134763529287324046988824027923644862387925616
800640368000115114586306,33707705909242896636152579776070926100678459586838061196945461967283079979935
708929923748450011786934,9774380088909121582050835767974012168445721337893527247140587626944413448939
